number,TeacherID,speaker,utterance,ut,rc,ICA_best_dim_1,ICA_best_dim_2,ICA_best_dim_3,ICA_best_dim_4,ICA_best_dim_5,ICA_best_dim_6,ICA_best_dim_7,ICA_best_dim_8,ICA_best_dim_9,ICA_best_dim_10,ICA_best_dim_11,ICA_best_dim_12,ICA_best_dim_13,ICA_best_dim_14,ICA_best_dim_15,ICA_best_dim_16,ICA_best_dim_17,ICA_best_dim_18,ICA_best_dim_19
536,3026,T,Speed or… ,Fq,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
537,3026,S,Direction. ,Rs,SK,0.117891146,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607916,2.909162211,0.037365972,0.168421244,-0.141707322
538,3026,T,Direction. ,Fy,SK,0.117891146,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607916,2.909162211,0.037365972,0.168421244,-0.141707322
539,3026,T,So can you tell me the two places on this graph where he changed velocity? ,Q,PD,0.134631125,-0.15114897,0.147167919,0.155998894,-0.207260778,-0.172315228,0.915526316,-0.171066262,0.180323879,0.129263032,0.141472488,0.195782249,-0.179072753,0.175996129,0.203266906,-0.214040717,0.124281762,-4.893549925,-0.210923447
540,3026,S,In the middle. ,Rs,PD,0.089049235,-0.137698251,0.109880741,-2.530188881,-0.099381295,-0.1350085,-0.159847282,-0.040357925,0.120436958,0.067886683,0.127794976,0.095493734,-0.0549481,0.163415543,0.086886709,-0.164500901,-0.004122113,0.093413495,-0.161169486
541,3026,T,One – we’re almost done – two… ,Fs,PD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
542,3026,S,Where it changed? ,Rq,PD,0.063724288,-0.159517375,0.137662385,0.109516196,-0.069369312,-0.087165352,-0.147868362,-0.030029707,0.08283711,0.050979684,0.104846254,0.060612645,-0.050103829,0.111733068,-4.056850995,-0.13754513,0.079790463,0.07388292,-0.071214822
543,3026,T,Show me where he changed velocity. Show me.,P,PD,0.130072181,-0.207512466,0.201836937,0.18945408,-0.128961991,-0.139861181,2.074165715,-0.101816246,0.137609264,0.112982078,0.152508162,0.144101369,-0.116585163,0.147040937,-2.59561623,-0.250414753,0.148176828,0.138001628,-0.168749105
544,3026,T,At what specific point did he either change speed or change direction. ,Q,PD,0.322801013,5.162128933,0.241301945,0.221767163,-0.292887191,-0.213669554,-0.261437811,-0.18945271,0.256273853,0.215341908,0.248876011,0.242958421,-0.2117398,0.249511148,0.234448878,-0.222559283,0.190645962,0.205760174,-0.260233588
545,3026,T,"One, two – Gene, you need to sit in the back, please.",P,,0.226822445,-0.209009425,0.192890106,0.307743798,-0.196439729,-0.194434053,-0.235030876,-0.181794156,0.18434051,0.183306109,0.19701244,0.238762408,-0.188297553,0.240675098,0.197356059,-0.226021271,0.188822278,0.204171262,5.686643454
546,3026,S,Alright. ,Ry,,0.147682831,2.9473685,0.10581166,0.144373718,-0.130629708,-0.110300028,-0.138677649,-0.032421458,0.119546867,0.072263296,0.116790305,0.099228201,-0.048776866,0.166793626,0.090942112,-0.134827174,-0.011110073,0.08477781,-0.11356215
547,3026,T,"…three, four. Johnny, come help him out. ",P,,0.264428285,4.423875463,0.196138517,0.195969348,-0.238801363,-0.179213045,-0.220517757,-0.13710896,0.210698194,0.167649038,0.204847443,0.195048347,-0.157418822,0.221938641,0.186613287,-0.193315248,0.12339395,0.16543272,-0.211343108
548,3026,T,"Where did he either change speed or change direction? Hold on, what specific point? ",Q,PD,0.329286871,5.244157098,0.246320103,0.224633587,-0.298896727,-0.217498054,-0.265984484,-0.195268683,0.261337815,0.220641116,0.253768074,0.248281762,-0.217775464,0.25257476,0.239763943,-0.225808621,0.198118408,0.210241003,-0.265665863
549,3026,S,[inaudible] ,,,-3.665749483,-0.164987447,0.072863364,0.124510142,-0.107466826,-0.099771972,-0.126271843,-0.032953955,0.074894487,0.052335516,0.084354694,0.067477573,-0.035070859,0.104296813,0.066710883,-0.113186488,-0.010000318,0.071853287,-0.097748562
550,3026,T,"You all listening? One, two, three… Alright. ",P,,0.225513134,3.931706474,0.166029564,0.178770805,-0.202744145,-0.156242039,-0.193237721,-0.102213126,0.180314419,0.135853791,0.175495064,0.163108298,-0.121204836,0.203556969,0.154722897,-0.173819223,0.078559276,0.13854775,-0.178749451
551,3026,T,"You see right here? What happens at this point? Right here at this point, what happened? What did he do? ",Q,OD,0.209227778,-0.252155878,0.229044582,-3.126566008,-0.224328229,-0.236583765,-0.265944813,-0.19614221,0.262805784,0.199056661,-1.480730609,0.222186828,-0.211061256,0.238210818,0.225438282,-0.248532988,0.19782669,0.20996963,-0.300972428
552,3026,S,He stopped. ,Rs,OD,0.117891146,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.212843628,0.121607916,2.90916221,0.037365972,0.168421244,-0.141707322
553,3026,T,He stopped. ,Fy,OD,0.117891146,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.212843628,0.121607916,2.90916221,0.037365972,0.168421244,-0.141707322
554,3026,T,Did he change his speed? ,Q,PD,0.264428286,4.423875436,0.196138518,0.19596935,-0.238801364,-0.179213047,-0.220517757,-0.137108961,0.210698192,0.167649038,0.204847445,0.195048349,-0.157418823,0.221938645,0.186613291,-0.19331525,0.123393951,0.165432719,-0.21134311
555,3026,S,"No. If he stops he changes speed, yes. Oh, yeah. Yeah.",Rs,PD,0.277871331,-0.318084615,-2.450950317,0.38983474,-0.282366914,-0.299928832,-0.334772792,-0.244911302,0.28000986,0.247577176,0.276584955,-1.671522438,-0.264138058,0.379595136,0.294528963,-0.342261281,0.26082578,0.282553135,0.670547259
556,3026,T,"Ok, what about right here? What did he change?",Q,OD,0.193692578,-0.224964652,0.229184974,-2.775405706,-0.201790007,-0.220081322,1.362990718,-0.167821487,0.216908229,0.175606535,0.224097219,0.214826386,-0.182152041,0.215024213,0.211799477,-0.291770497,0.164588205,0.196066404,-0.297424837
557,3026,T,"Guys, I’m not talking over you. ",P,,0.147335005,-0.181715871,0.171455005,-3.387312657,-0.161079593,-0.189186668,-0.221463899,-0.112795082,0.181501199,0.130018305,0.190167956,0.158129009,-0.129433149,0.199052858,0.149315692,-0.213384194,0.087876552,0.150061996,-0.242225902
558,3026,T,What did he change right here? Raise your hands. ,Q,PD,0.242113936,1.785485467,0.219142169,0.231682165,-0.241203086,-0.245859547,-0.234220291,-0.191438443,0.230936022,-2.375495238,0.228816618,0.214814472,-0.192359305,-0.668906299,0.214486543,-0.278008256,0.175484731,0.217618347,-0.233994711
559,3026,S,He walked forward. ,Rs,PD,0.105728723,-0.173946197,0.17000307,0.182186286,-0.110268128,-0.115531148,-0.115383179,-0.084522496,0.138070748,0.096790692,0.115008965,0.105646761,5.926815782,0.183592681,0.122030618,-0.120288602,0.069654402,0.137616874,-0.111984616
560,3026,T,"He walked forward, ",Fy,OD,0.105728723,-0.173946197,0.17000307,0.182186286,-0.110268128,-0.115531148,-0.115383179,-0.084522496,0.138070748,0.096790692,0.115008965,0.105646761,5.926815782,0.183592681,0.122030618,-0.120288602,0.069654402,0.137616874,-0.111984616
561,3026,T,so what did he change when he started to walk forward? ,Q,PD,0.292282302,2.835274782,0.21223207,0.208414012,2.285470772,-0.196806956,-0.222566103,-0.174038739,0.216124109,0.190920351,0.217165622,0.210919625,-0.189275627,0.227901926,0.207474406,-0.228921273,0.175669851,0.243508965,-0.224095592
562,3026,S,Velocity.,Rs,PD,0.088479944,-0.154574019,0.127671995,0.195256154,-0.081216873,-0.108863416,3.271618218,-0.03421789,0.092198904,0.059239342,0.094254007,0.109333361,-0.040520394,0.137080137,0.113226529,-0.247002512,0.002415719,0.094853517,-0.140908951
563,3026,T,"Why, because he changed what about velocity? ",Fq,PD,0.130072181,-0.207512466,0.201836937,0.18945408,-0.128961991,-0.139861181,2.074165715,-0.101816246,0.137609264,0.112982078,0.152508162,0.144101369,-0.116585163,0.147040937,-2.59561623,-0.250414753,0.148176828,0.138001628,-0.168749105
564,3026,S,Direction.,Rs,PD,0.117891146,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607916,2.909162211,0.037365972,0.168421244,-0.141707322
565,3026,T,"Direction, thank you. ",Fy,PD,0.194590876,-0.224470763,0.161057028,0.211313179,2.344864929,-0.174747789,-0.208388699,-0.131327966,0.162778702,0.154897015,0.170204241,0.177865361,-0.138932954,0.221838585,0.16413749,1.839397034,0.118317865,0.245501315,-0.177671735
